name,prev_position,team,xP,xA,xG,xGI,A,G,GI,bonus,bps,minutes,total_points,prev_price,GW,current_price,current_position,current_team
Myles Peart-Harris,MID,Brentford,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,45,13,45.0,MID,Brentford
Tyrick Mitchell,DEF,Crystal Palace,6.2,0.03,0.0,0.03,0,0,0,0,11,90,1,47,13,50.0,DEF,Crystal Palace
James Maddison,MID,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,79,13,75.0,MID,Spurs
Mohamed Salah,MID,Liverpool,7.2,0.21,0.0,0.21,1,0,1,0,21,90,5,130,13,125.0,MID,Liverpool
Antoine Semenyo,FWD,Bournemouth,3.2,0.02,0.07,0.09,1,0,1,0,20,65,5,45,13,55.0,MID,Bournemouth
Altay Bayindir,GK,Man Utd,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,40,13,45.0,GK,Man Utd
Adam Webster,DEF,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,13,45.0,DEF,Brighton
Darwin Núñez Ribeiro,FWD,Liverpool,2.2,0.03,0.43,0.46,0,0,0,0,-5,84,1,76,13,75.0,FWD,Liverpool
Axel Disasi,DEF,Chelsea,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,50,13,45.0,DEF,Chelsea
Tyrone Mings,DEF,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,41,13,45.0,DEF,Aston Villa
Nicolás Domínguez,MID,Nott'm Forest,2.0,0.03,0.0,0.03,0,0,0,0,15,68,2,50,13,50.0,MID,Nott'm Forest
Fraser Forster,GK,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,13,45.0,GK,Spurs
Jefferson Lerma Solís,MID,Crystal Palace,4.2,0.07,0.74,0.81,0,0,0,0,8,90,1,47,13,50.0,MID,Crystal Palace
Lewis Dunk,DEF,Brighton,-0.3,0.4,0.12,0.52,0,0,0,0,6,72,-2,50,13,45.0,DEF,Brighton
José Malheiro de Sá,GK,Wolves,1.7,0.0,0.0,0.0,0,0,0,0,15,90,2,50,13,45.0,GK,Wolves
João Neves Virgínia,GK,Everton,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,13,40.0,GK,Everton
Saša Lukić,MID,Fulham,0.7,0.0,0.0,0.0,0,0,0,0,4,1,1,44,13,50.0,MID,Fulham
Jacob Ramsey,MID,Aston Villa,0.1,0.0,0.0,0.0,0,0,0,0,3,1,1,59,13,55.0,MID,Aston Villa
Sandro Tonali,MID,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,52,13,55.0,MID,Newcastle
Nathan Fraser,FWD,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,13,45.0,FWD,Wolves
Keane Lewis-Potter,MID,Brentford,-0.2,0.0,0.0,0.0,0,0,0,0,3,1,1,47,13,50.0,MID,Brentford
Dwight McNeil,MID,Everton,1.5,0.1,0.34,0.44,0,0,0,0,7,72,2,54,13,55.0,MID,Everton
Moisés Caicedo Corozo,MID,Chelsea,0.8,0.01,0.0,0.01,0,0,0,0,0,21,1,47,13,50.0,MID,Chelsea
Jorge Luiz Frello Filho,MID,Arsenal,2.2,0.0,0.0,0.0,0,0,0,0,3,1,1,53,13,50.0,MID,Arsenal
Kenny Tete,DEF,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,13,45.0,DEF,Fulham
Jack Harrison,MID,Everton,2.5,0.08,0.55,0.63,0,0,0,0,5,90,2,55,13,55.0,MID,Everton
Timothy Castagne,DEF,Fulham,1.3,0.02,0.0,0.02,0,0,0,0,17,90,1,45,13,45.0,DEF,Fulham
Adam Smith,DEF,Bournemouth,2.5,0.37,0.0,0.37,1,0,1,0,21,90,5,44,13,45.0,DEF,Bournemouth
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,68,13,65.0,FWD,Chelsea
James Garner,MID,Everton,1.2,0.12,0.08,0.2,0,0,0,0,15,90,2,49,13,50.0,MID,Everton
Rob Holding,DEF,Crystal Palace,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,43,13,45.0,DEF,Crystal Palace
Aaron Wan-Bissaka,DEF,Man Utd,3.5,0.01,0.0,0.01,0,0,0,0,6,14,1,44,13,45.0,DEF,Man Utd
Deniz Undav,FWD,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55,13,55.0,FWD,Brighton
Nathan Patterson,DEF,Everton,0.5,0.02,0.0,0.02,0,0,0,0,1,17,1,44,13,45.0,DEF,Everton
Christopher Nkunku,FWD,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,73,13,65.0,MID,Chelsea
Tom Cairney,MID,Fulham,2.3,0.04,0.14,0.18,1,0,1,0,19,90,5,49,13,50.0,MID,Fulham
Scott Carson,GK,Man City,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,39,13,40.0,GK,Man City
Jurriën Timber,DEF,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,46,13,55.0,DEF,Arsenal
Konstantinos Mavropanos,DEF,West Ham,-0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,45,13,45.0,DEF,West Ham
Odsonne Edouard,FWD,Crystal Palace,3.5,0.05,0.28,0.33,0,0,0,0,1,79,2,55,13,55.0,FWD,Crystal Palace
James Milner,MID,Brighton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,13,50.0,MID,Brighton
Mathias Jorgensen,DEF,Brentford,-0.2,0.01,0.0,0.01,0,0,0,0,3,1,1,43,13,45.0,DEF,Brentford
Oliver Skipp,MID,Spurs,0.7,0.01,0.0,0.01,0,0,0,0,4,19,1,46,13,50.0,MID,Spurs
Leander Dendoncker,MID,Aston Villa,0.3,0.0,0.0,0.0,0,0,0,0,0,0,0,49,13,45.0,MID,Aston Villa
Michael Keane,DEF,Everton,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,43,13,40.0,DEF,Everton
Jarrod Bowen,MID,West Ham,2.8,0.0,0.0,0.0,0,0,0,0,0,0,0,77,13,75.0,MID,West Ham
Matt Turner,GK,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,41,13,40.0,GK,Nott'm Forest
Raheem Sterling,MID,Chelsea,5.2,0.11,0.13,0.24,0,1,1,0,16,86,6,69,13,70.0,MID,Chelsea
Ryan Christie,MID,Bournemouth,2.8,0.02,0.1,0.12,0,0,0,0,10,90,2,50,13,50.0,MID,Bournemouth
Robert Sánchez,GK,Chelsea,1.2,0.0,0.0,0.0,0,0,0,0,12,90,0,46,13,45.0,GK,Chelsea
Armando Broja,FWD,Chelsea,1.2,0.0,0.0,0.0,0,0,0,0,3,21,1,49,13,55.0,FWD,Chelsea
Chris Wood,FWD,Nott'm Forest,1.0,0.02,0.31,0.33,0,0,0,0,3,62,2,49,13,60.0,FWD,Nott'm Forest
Alex Scott,MID,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,13,50.0,MID,Bournemouth
Filip Marschall,GK,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,13,40.0,GK,Aston Villa
Kalvin Phillips,MID,Man City,0.8,0.0,0.0,0.0,0,0,0,0,0,0,0,48,13,50.0,MID,Man City
Rodrigo Bentancur,MID,Spurs,0.7,0.28,0.0,0.28,0,0,0,0,6,31,1,54,13,50.0,MID,Spurs
Matty Cash,DEF,Aston Villa,0.5,0.0,0.09,0.09,0,0,0,0,-1,45,0,51,13,45.0,DEF,Aston Villa
Mason Holgate,DEF,Everton,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,13,40.0,DEF,Everton
Jaidon Anthony,MID,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,13,45.0,MID,Bournemouth
Tariq Lamptey,DEF,Brighton,0.2,0.01,0.0,0.01,0,0,0,0,3,34,1,40,13,45.0,DEF,Brighton
Nélson Cabral Semedo,DEF,Wolves,1.0,0.0,0.03,0.03,0,0,0,0,3,90,1,45,13,45.0,DEF,Wolves
Kevin Mbabu,DEF,Fulham,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,13,40.0,DEF,Fulham
Tyrell Malacia,DEF,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43,13,45.0,DEF,Man Utd
Chris Richards,DEF,Crystal Palace,0.8,0.0,0.0,0.0,0,0,0,0,0,0,0,39,13,45.0,DEF,Crystal Palace
Kyle Walker,DEF,Man City,1.8,0.03,0.0,0.03,0,0,0,0,15,90,2,53,13,55.0,DEF,Man City
Jack Hinshelwood,MID,Brighton,0.2,0.01,0.0,0.01,0,0,0,0,2,56,0,45,14,50.0,MID,Brighton
Jadon Sancho,MID,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,67,14,65.0,MID,Man Utd
Vitaly Janelt,MID,Brentford,2.3,0.36,0.0,0.36,0,0,0,0,19,90,2,53,14,50.0,MID,Brentford
Jack Grealish,MID,Man City,2.2,0.35,0.52,0.87,0,1,1,0,18,38,5,72,14,65.0,MID,Man City
Emil Krafth,DEF,Newcastle,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,44,14,45.0,DEF,Newcastle
Boubacar Traoré,MID,Wolves,0.3,0.02,0.0,0.02,0,0,0,0,12,90,2,44,14,50.0,MID,Wolves
Curtis Jones,MID,Liverpool,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,49,14,55.0,MID,Liverpool
Reece James,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,14,50.0,DEF,Chelsea
Brandon Austin,GK,Spurs,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,14,40.0,GK,Spurs
Robin Olsen,GK,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,14,45.0,GK,Aston Villa
Amad Diallo,MID,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,14,50.0,MID,Man Utd
Anthony Elanga,MID,Nott'm Forest,4.5,0.01,0.18,0.19,0,0,0,0,4,90,2,50,14,55.0,MID,Nott'm Forest
Harry Toffolo,DEF,Nott'm Forest,4.5,0.14,0.0,0.14,0,0,0,0,13,81,2,44,14,45.0,DEF,Nott'm Forest
Bernardo Veiga de Carvalho e Silva,MID,Man City,7.0,0.39,0.06,0.45,0,0,0,0,9,90,2,64,14,65.0,MID,Man City
Ivan Toney,FWD,Brentford,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,79,14,75.0,FWD,Brentford
Alex Murphy,DEF,Newcastle,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,39,14,40.0,DEF,Newcastle
Eddie Nketiah,FWD,Arsenal,1.7,0.0,0.52,0.52,0,0,0,0,-2,23,1,57,14,60.0,FWD,Arsenal
Benoît Badiashile,DEF,Chelsea,1.2,0.56,0.0,0.56,1,0,1,2,28,90,5,44,14,45.0,DEF,Chelsea
Emile Smith Rowe,MID,Arsenal,0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,53,14,55.0,MID,Fulham
Jarell Quansah,DEF,Liverpool,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,40,14,45.0,DEF,Liverpool
Ben Chilwell,DEF,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,14,50.0,DEF,Chelsea
Tim Iroegbunam,MID,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,14,45.0,MID,Everton
Carlos Baleba,MID,Brighton,0.5,0.01,0.05,0.05,0,0,0,0,7,56,1,45,14,50.0,MID,Brighton
Pablo Sarabia,MID,Wolves,2.5,0.1,0.0,0.1,0,0,0,0,2,27,1,47,14,55.0,MID,Wolves
Remi Matthews,GK,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,14,40.0,GK,Crystal Palace
Ibrahima Konaté,DEF,Liverpool,1.3,0.01,0.0,0.01,0,0,0,0,6,21,1,49,14,50.0,DEF,Liverpool
Joelinton Cássio Apolinário de Lira,MID,Newcastle,4.8,0.16,0.08,0.24,0,0,0,0,22,90,2,58,14,60.0,MID,Newcastle
Marcus Tavernier,MID,Bournemouth,5.8,0.41,0.12,0.53,0,0,0,0,11,90,2,54,14,55.0,MID,Bournemouth
Manuel Akanji,DEF,Man City,5.2,0.01,0.21,0.22,0,0,0,0,12,90,1,49,14,55.0,DEF,Man City
Matheus França de Oliveira,MID,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,14,45.0,MID,Crystal Palace
Lucas Tolentino Coelho de Lima,MID,West Ham,3.2,0.28,0.0,0.28,0,0,0,0,8,90,2,60,14,60.0,MID,West Ham
Rasmus Højlund,FWD,Man Utd,1.2,0.01,0.0,0.01,0,0,0,0,4,29,1,70,14,70.0,FWD,Man Utd
Rayan Aït-Nouri,DEF,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,14,45.0,DEF,Wolves
Ben Davies,DEF,Spurs,-0.2,0.01,0.0,0.01,0,0,0,0,18,90,1,43,14,45.0,DEF,Spurs
Emerson Palmieri dos Santos,DEF,West Ham,1.2,0.01,0.4,0.41,0,0,0,0,7,90,2,45,14,45.0,DEF,West Ham
Luis Díaz,MID,Liverpool,3.0,0.04,0.53,0.57,0,0,0,0,5,90,2,74,14,75.0,MID,Liverpool
Jakub Moder,MID,Brighton,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,44,14,45.0,MID,Brighton
Ashley Phillips,DEF,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,14,40.0,DEF,Spurs
John Stones,DEF,Man City,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,53,14,55.0,DEF,Man City
Idrissa Gueye,MID,Everton,3.2,0.03,0.03,0.06,0,0,0,0,9,90,3,48,14,50.0,MID,Everton
Harry Wilson,MID,Fulham,3.0,0.02,0.24,0.26,0,1,1,0,24,61,7,53,14,55.0,MID,Fulham
Marcus Bettinelli,GK,Chelsea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,14,40.0,GK,Chelsea
Malcolm Ebiowei,MID,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,14,45.0,MID,Crystal Palace
Benjamin White,DEF,Arsenal,1.5,0.0,0.0,0.0,0,0,0,0,3,11,1,57,14,65.0,DEF,Arsenal
Ezri Konsa Ngoyo,DEF,Aston Villa,1.2,0.0,0.0,0.0,0,0,0,0,13,73,1,45,14,45.0,DEF,Aston Villa
Luis Sinisterra,MID,Bournemouth,2.2,0.06,0.0,0.06,0,0,0,0,4,19,1,55,14,50.0,MID,Bournemouth
Thomas Partey,MID,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,48,14,50.0,MID,Arsenal
Jamal Lewis,DEF,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,14,40.0,DEF,Newcastle
Leon Bailey,MID,Aston Villa,3.2,0.16,0.12,0.28,0,1,1,0,25,73,7,55,14,65.0,MID,Aston Villa
Jonny Evans,DEF,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,14,45.0,DEF,Man Utd
Luke Shaw,DEF,Man Utd,2.0,0.04,0.0,0.04,0,0,0,0,17,90,2,52,14,50.0,DEF,Man Utd
Mario Lemina,MID,Wolves,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49,14,50.0,MID,Wolves
James Tarkowski,DEF,Everton,2.8,0.09,0.07,0.16,0,0,0,2,26,90,8,44,14,50.0,DEF,Everton
Kristoffer Ajer,DEF,Brentford,0.7,0.0,0.0,0.0,0,0,0,0,0,0,0,45,14,45.0,DEF,Brentford
Brennan Johnson,MID,Spurs,3.2,0.19,0.05,0.23,1,0,1,0,22,90,5,58,14,65.0,MID,Spurs
Jake O'Brien,DEF,Crystal Palace,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,14,50.0,DEF,Everton
Ryan Sessegnon,DEF,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,14,45.0,DEF,Fulham
Justin Kluivert,MID,Bournemouth,3.8,0.02,0.04,0.06,0,0,0,0,-2,69,1,46,14,55.0,MID,Bournemouth
Viljami Sinisalo,GK,Aston Villa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,40,14,40.0,GK,Aston Villa
Pierre-Emile Højbjerg,MID,Spurs,0.2,0.01,0.01,0.02,0,0,0,0,6,45,1,52,14,50.0,MID,Spurs
Lesley Ugochukwu,MID,Chelsea,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,44,14,45.0,MID,Chelsea
Callum Hudson-Odoi,MID,Nott'm Forest,1.2,0.03,0.0,0.03,0,0,0,0,7,25,1,48,14,55.0,MID,Nott'm Forest
Kieran Tierney,DEF,Arsenal,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,44,14,45.0,DEF,Arsenal
Tim Ream,DEF,Fulham,0.3,0.0,0.0,0.0,0,0,0,0,10,90,0,45,14,45.0,DEF,Fulham
Phil Foden,MID,Man City,5.8,0.01,0.61,0.62,0,1,1,2,31,72,9,75,14,95.0,MID,Man City
Christian Eriksen,MID,Man Utd,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,58,14,55.0,MID,Man Utd
Fábio Silva,FWD,Wolves,-0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,53,14,50.0,FWD,Wolves
Alfie Whiteman,GK,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,14,40.0,GK,Spurs
Ollie Watkins,FWD,Aston Villa,3.0,0.04,0.14,0.18,1,1,2,2,38,90,11,85,14,90.0,FWD,Aston Villa
Gabriel dos Santos Magalhães,DEF,Arsenal,3.5,0.01,0.35,0.36,0,0,0,0,15,90,2,49,14,60.0,DEF,Arsenal
Harrison Reed,MID,Fulham,0.5,0.01,0.0,0.01,0,0,0,0,14,89,2,46,14,50.0,MID,Fulham
Manor Solomon,MID,Spurs,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,51,14,55.0,MID,Spurs
Benicio Baker-Boaitey,MID,Brighton,0.3,0.03,0.0,0.03,0,0,0,0,3,6,1,45,14,45.0,MID,Brighton
Christian Nørgaard,MID,Brentford,2.0,0.27,0.02,0.29,0,0,0,0,13,90,1,54,14,50.0,MID,Brentford
Sean Longstaff,MID,Newcastle,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,49,14,50.0,MID,Newcastle
